p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,Y_type
"
                                    艾美特(Airmate) 家用电风扇FS4028DR遥控节能静音 8字摇头落地扇五叶扇                ",艾美特子云专卖店,11554377276,998.00,399.00,20,95,20,1,0,艾美特（AIRMATE）,,"艾美特(Airmate) 家用电风扇FS4028DR遥控节能静音 8字摇头落地扇五叶扇,11554377276, ,8.9kg,中国大陆,FS4028DR,8小时以上,五档以上,正常风,5片,1级,遥控式,落地扇",none
"
                                    荣事达(Royalstar) 电风扇/塔扇/遥控落地扇/无叶风扇 FT-1658                ",泽林电器专营店,13190635270,599.00,399.00,10,90,9,0,1,荣事达（Royalstar）,使用方便 风扇不错 颜色漂亮 安装方便 遥控方便 风扇不错 颜色漂亮 安装方便 遥控方便 使用方便 使用方便,"荣事达(Royalstar) 电风扇/塔扇/遥控落地扇/无叶风扇 FT-1658,13190635270, ,5.5kg,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",none
"
                                    艾美特（AIRMATE）电风扇家用落地扇遥控立式台扇 节能直流变频风扇【到手价399】                ",艾美特华安专卖店,14436818699,4490.00,449.00,1,100,1,0,0,艾美特（AIRMATE）,,"艾美特（AIRMATE）电风扇家用落地扇遥控立式台扇 节能直流变频风扇【到手价399】,14436818699, ,6.8kg,FS4058R,2-8小时,五档调节,正常风,5片,1级,遥控式,落地扇",none
"
                                    【京东配送】爱丽思IRIS 家用遥控式空气循环扇对流换气涡轮电风扇 PCF-C18C                ",梦熬专营店,11848771270,598.00,299.00,50,94,40,2,1,IRIS OHYAMA,造型美观 噪音很小 风扇不错 质量不错 使用方便 远程遥控 遥控方便 质量不错 使用方便 造型美观 远程遥控 噪音很小,"【京东配送】爱丽思IRIS 家用遥控式空气循环扇对流换气涡轮电风扇 PCF-C18C,11848771270, ,2.81kg,中国大陆,PCF-C18C,2-8小时,五档调节,正常风,3片,1级,遥控式,台扇，空气循环扇",none
"
                                    奥德尔（odor）FL50-B（20寸）工业风扇/电风扇大风量/商用落地扇 深灰                ",奥德尔官方旗舰店,11889748717,599.00,299.00,4,100,4,0,0,奥德尔（odor）,风扇不错 扇网坚固 风扇不错 风扇不错 扇网坚固,"奥德尔（odor）FL50-B（20寸）工业风扇/电风扇大风量/商用落地扇 深灰,11889748717, ,12.2kg,中国大陆,无定时,三档调节,正常风,3片,无,机械式,落地扇，工业扇",none
"
                                    大松（TOSOT）FS-3005Bg7电风扇/7七叶家用遥控落地扇/电扇 TOSOT                ",格力TOSOT旗舰店,12334564748,668.00,299.00,30,90,20,1,2,大松（TOSOT）,风扇不错,"大松（TOSOT）FS-3005Bg7电风扇/7七叶家用遥控落地扇/电扇 TOSOT,12334564748, ,6.74kg,FS-3005Bg7-WG（TOSOT）,2-8小时,四档调节,正常风、自然风、睡眠风,7片及以上,3级,遥控式,落地扇",none
"
                                    先锋（Singfun）电风扇遥控落地扇立式家用静音办公室学生风扇摇头电扇五叶扇可定时 DD3305遥控5叶                ",先锋生活电器旗舰店,11643497060,499.00,199.00,100,96,100,2,2,先锋,风力很大 噪音很小 质量不错 风扇不错 遥控方便 扇网坚固 电机好 使用方便 安装方便 风很柔和 广角送风 噪音很小 颜色漂亮,"先锋（Singfun）电风扇遥控落地扇立式家用静音办公室学生风扇摇头电扇五叶扇可定时 DD3305遥控5叶,11643497060, ,6.6kg,中国大陆,DD3305,2-8小时,五档以上,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",none
"
                                    西联雾化风扇水冷加湿水雾风扇降温落地扇加水喷雾风扇家用 黑色                ",西联旗舰店,14206499915,688.00,398.00,10,81,10,0,3,西联,噪音很小 风很柔和 遥控方便 质量不错 噪音很小 风很柔和 遥控方便,"西联雾化风扇水冷加湿水雾风扇降温落地扇加水喷雾风扇家用 黑色,14206499915, ,9.0kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",none
"
                                    格力（GREE)FD-4012-WG电风扇家用落地扇/风扇办公室静音电扇 黑色                ",格力泽居专卖店,12653876707,189.00,189.00,10,82,9,1,1,格力（GREE）,遥控方便 安全节能 睡眠风不错 遥控方便 安全节能 睡眠风不错,"格力（GREE)FD-4012-WG电风扇家用落地扇/风扇办公室静音电扇 黑色,12653876707, ,6.8kg,中国大陆,2小时以下,五档调节,正常风,3片,1级,机械式,落地扇",none
"
                                    【京东配送】远东风扇FS-40-14-A7五叶落地扇 16寸家用电风扇 经典五叶落地扇丨湖绿色                ",远东电器旗舰店,1594178658,233.00,119.00,100,92,100,6,7,远东,风力很大 风扇不错 使用方便 底座很稳 安装方便 噪音很小 造型美观 安全节能 风很柔和 适合宝宝,"【京东配送】远东风扇FS-40-14-A7五叶落地扇 16寸家用电风扇 经典五叶落地扇丨湖绿色,1594178658, ,7.0kg,FS-40-14-A7,2小时以下,三档调节,正常风,3片,3级,机械式,落地扇",none
"
                                    格力(GREE)KYT-2501a 床头学生宿舍小台扇鸿运扇 家用大风静音电风扇转页扇迷你                ",格力鼎格专卖店,10454570076,199.00,99.00,200,95,100,3,8,格力（GREE）,噪音很小 质量不错 风扇不错 使用方便 风很柔和 底座很稳 造型美观 风力很大 颜色漂亮 扇网坚固 质量不错 安全节能 噪音很小 噪音很小 质量不错 噪音很小 造型美观 颜色漂亮 底座很稳 风扇不错,"格力(GREE)KYT-2501a 床头学生宿舍小台扇鸿运扇 家用大风静音电风扇转页扇迷你,10454570076, ,1.87kg,中国大陆,KYT-2501a-小风扇,无定时,三档调节,正常风,5片,2级,机械式,转页扇，台扇",none
"
                                    【京东配送】远东风扇FS-40-A23A 五叶遥控落地扇 16寸电风扇 时尚红 尊贵红遥控式                ",远东电器旗舰店,1594031146,268.00,169.00,300,95,300,5,9,远东,使用方便 声音小 噪音很小 睡眠风不错 质量不错 安装方便 风很柔和 风扇不错 风力很大 底座很稳 安装方便 底座很稳 风扇不错 安装方便 远程遥控 颜色漂亮 造型美观,"【京东配送】远东风扇FS-40-A23A 五叶遥控落地扇 16寸电风扇 时尚红 尊贵红遥控式,1594031146, ,7.0kg,FS-40-A23A,2-8小时,三档调节,正常风,5片,3级,遥控式,落地扇，风扇伴侣",none
"
                                    宜阁小风扇 USB风扇迷你充电小电扇婴儿静音夹扇学生宿舍小电风扇 蓝白款                ",宜阁官方旗舰店,10239348602,238.00,108.00,60,92,60,1,5,宜阁（EDEI）,噪音很小 质量不错 适合宝宝 风很柔和 颜色漂亮 安全节能 睡眠风不错 适合宝宝 颜色漂亮 噪音很小 质量不错 噪音很小 质量不错 使用方便 噪音很小 使用方便 噪音很小 风很柔和 质量不错 质量不错 噪音很小 使用方便,"宜阁小风扇 USB风扇迷你充电小电扇婴儿静音夹扇学生宿舍小电风扇 蓝白款,10239348602, ,350.00g,中国大陆,YDG-108,无定时,二档调节,正常风、自然风,3片,5级,机械式,USB风扇",none
"
                                    格力(GREE)小电风扇定时转页扇鸿运扇学生宿舍台式电扇KYT-3001a 浅灰色                ",格力威铭专卖店,10326925087,289.00,149.00,100,96,100,4,4,格力（GREE）,使用方便 风扇不错 质量不错 噪音很小 广角送风 底座很稳 安全节能 造型美观 睡眠风不错 适合宝宝 噪音很小 颜色漂亮 质量不错 睡眠风不错 使用方便 安全节能 风力很大 底座很稳 质量不错 安全节能 质量不错 使用方便 安全节能,"格力(GREE)小电风扇定时转页扇鸿运扇学生宿舍台式电扇KYT-3001a 浅灰色,10326925087, ,2.16kg, KYT-3001a,2-8小时,四档调节,正常风,5片,2级,机械式,台扇",none
"
                                    先锋（Singfun）电风扇大风量静音风扇落地扇 办公室家用电扇风扇 遥控款大风量 DD1219遥控款三叶                ",先锋乐聪专卖店,11814271297,299.00,149.00,60,86,50,6,3,先锋（SINGFUN）,使用方便 风很柔和 质量不错 使用方便 风很柔和,"先锋（Singfun）电风扇大风量静音风扇落地扇 办公室家用电扇风扇 遥控款大风量 DD1219遥控款三叶,11814271297, ,5.7kg,中国大陆,先锋电风扇,2-8小时,三档调节,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",none
"
                                    艾美特(Airmate)台立扇S35113R 直流电机 遥控  节能省电                ",艾美特子云专卖店,1540304698,1519.00,569.00,100,96,100,2,4,艾美特（AIRMATE）,声音小 风很柔和 质量不错 遥控方便 使用方便 风扇不错 电机好 安装方便 噪音很小 底座很稳 风扇不错 遥控方便 造型美观 电机好 风很柔和 质量不错 电机好 遥控方便 质量不错 安装方便 遥控方便 噪音很小 造型美观,"艾美特(Airmate)台立扇S35113R 直流电机 遥控  节能省电,1540304698, ,8.15kg,S35113R,2-8小时,无极变速,正常风,5片,1级,遥控式,落地扇",none
"
                                    凉师傅无叶风扇落地式无叶电风扇 静音节能家用电风扇空调伴侣 6A白银                ",天蕊礼品专营店,12321692202,2380.00,568.00,10,73,8,1,2,凉师傅（liangshifu）,造型美观 噪音大,"凉师傅无叶风扇落地式无叶电风扇 静音节能家用电风扇空调伴侣 6A白银,12321692202, ,3.0kg,01129,8小时以上,三档调节,正常风、自然风,无叶,1级,遥控式,落地扇",none
"
                                    奥克斯18寸电风扇/风扇/落地扇 遥控款FS-45-A1803RC                ",奥克斯盛世专卖店,12918703127,398.00,189.00,10,93,10,0,1,奥克斯（AUX）,远程遥控 广角送风 造型美观 风扇不错 远程遥控 广角送风 造型美观 风扇不错,"奥克斯18寸电风扇/风扇/落地扇 遥控款FS-45-A1803RC,12918703127, ,8.2kg,中国大陆,FS-45-1803RC,2-8小时,三档调节,正常风、自然风、睡眠风,4片,1级,机械式,落地扇，工业扇",none
"
                                    风扇USB风扇迷你电风扇充电电风扇夹子转头风扇床头婴儿车风扇礼品风扇夏天避暑神器学生礼物 浅蓝色                ",吉礼宏邦礼品专营店,10344435113,79.00,59.00,200,92,200,10,10,品优之家,发货快 梳子很好 梳头很舒服 还可以 能放照片 书签很漂亮 噪音很小 睡眠风不错 适合宝宝 风力很大,"风扇USB风扇迷你电风扇充电电风扇夹子转头风扇床头婴儿车风扇礼品风扇夏天避暑神器学生礼物 浅蓝色,10344435113, ,1.2kg,中国大陆,夹子转头风扇,无定时,三档调节,正常风、自然风,3片,无,机械式,USB风扇",none
"
                                    大松(TOSOT)电风扇吸顶扇楼顶壁挂扇宿舍工程扇吊扇 FSLD-40                ",格力威铭专卖店,11914473184,258.00,178.00,20,96,20,0,1,大松（TOSOT）,造型美观 质量不错 安装方便 风力很大 使用方便 噪音很小 造型美观,"大松(TOSOT)电风扇吸顶扇楼顶壁挂扇宿舍工程扇吊扇 FSLD-40,11914473184, ,9.31kg,中国大陆,FSLD-40,无定时,三档调节,正常风,3片,无,机械式,壁扇",none
"
                                    康佳（KONKA）家用电风扇/五风叶台式转页扇KF-25HY37                ",泽林电器专营店,10126240056,109.00,69.00,80,87,70,3,9,康佳（KONKA）,质量不错 造型美观 风力很大 风扇不错 风很柔和 广角送风 使用方便 远程遥控 安装方便,"康佳（KONKA）家用电风扇/五风叶台式转页扇KF-25HY37,10126240056, ,1.9kg,2小时以下,三档调节,正常风,5片,2级,机械式,台扇",none
"
                                    中联FF15-42迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍床头蚊帐 绿色                ",网赢电器专营店,1180304504,89.00,39.00,1300,92,1200,70,40,中联（ZOLEE）,安装方便 噪音很小 风很柔和 风扇不错 使用方便 还可以吧 质量不错 睡眠风不错 颜色漂亮 声音小 风扇不错 安装方便 颜色漂亮 使用方便 噪音很小 质量不错 安装方便 噪音很小,"中联FF15-42迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍床头蚊帐 绿色,1180304504, ,0.71kg,夹式,无定时,二档调节,正常风,5片,无,机械式,转页扇，台扇，风扇伴侣",none
"
                                    荣事达（Royalstar）家用电风扇/五叶落地扇JD16Z                ",泽林电器专营店,10326561480,299.00,109.00,200,85,200,10,20,荣事达（Royalstar）,,"荣事达（Royalstar）家用电风扇/五叶落地扇JD16Z,10326561480, ,5.1kg,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇",none
"
                                    艾美特(Airmate)电风扇FS4086RI-W 落地扇 家用电扇宿舍 遥控风扇                ",艾美特子云专卖店,1536259927,999.00,359.00,100,96,100,1,3,艾美特（AIRMATE）,风扇不错 噪音很小 安装方便 使用方便 电机好 颜色漂亮 睡眠风不错 底座很稳 远程遥控 造型美观 使用方便 颜色漂亮 安装方便 造型美观 远程遥控 底座很稳 扇网坚固 使用方便 颜色漂亮 远程遥控 噪音很小 电机好 底座很稳 风力很大 造型美观 质量不错 风扇不错,"艾美特(Airmate)电风扇FS4086RI-W 落地扇 家用电扇宿舍 遥控风扇,1536259927, ,9.45kg,FS4086RI-W,8小时以上,五档以上,正常风,7片及以上,1级,遥控式,落地扇",none
"
                                    赛亿（Shinee） 电风扇小风扇USB迷你风扇办公学习宿舍风扇 蓝色多功能01                ",一网专营店,11346141713,79.00,39.80,1100,93,1000,30,40,赛亿（Shinee）,质量不错 颜色漂亮 电机好 安全节能 风很柔和 噪音很小 造型美观 风扇不错 广角送风 底座很稳 电机好 颜色漂亮,"赛亿（Shinee） 电风扇小风扇USB迷你风扇办公学习宿舍风扇 蓝色多功能01,11346141713, ,0.87kg,中国大陆,FB6-01,无定时,二档调节,正常风,3片,1级,机械式,台扇，USB风扇",none
"
                                    先科 （SAST) FD-209五片落地扇/电风扇/电扇 清凉遥控款                ",信诚华商专营店,10260624489,199.00,139.00,1200,92,1100,60,30,先科（SAST）,风扇不错 遥控方便 底座很稳 使用方便 风力很大 电机好 安全节能 扇网坚固 广角送风 质量不错 底座很稳 安全节能 远程遥控 质量不错 风扇不错 使用方便 风扇不错 安全节能 广角送风 遥控方便,"先科 （SAST) FD-209五片落地扇/电风扇/电扇 清凉遥控款,10260624489, ,6.3kg,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇",none
"
                                    凯迪 电风扇卧室遥控落地扇立式客厅电扇静音定时落地扇 黑色遥控定时                ",凯迪电器旗舰店,11916641092,130.00,119.00,100,95,100,7,2,凯迪电器,质量不错 风力很大 噪音很小 风扇不错 使用方便 安装方便 安全节能 底座很稳 造型美观 遥控方便,"凯迪 电风扇卧室遥控落地扇立式客厅电扇静音定时落地扇 黑色遥控定时,11916641092, ,5.0kg,中国大陆,A14-Y,2-8小时,三档调节,正常风,5片,3级,遥控式,落地扇",none
"
                                    格力（GREE）台式电风扇鸿运扇转页扇小风扇迷你宿舍电风扇台扇机械五叶扇三挡可选 KYT-2501a                ",格力欧楠专卖店,11431431877,199.00,89.00,30,97,30,1,0,格力（GREE）,遥控方便 风扇不错 质量不错 使用方便 噪音很小,"格力（GREE）台式电风扇鸿运扇转页扇小风扇迷你宿舍电风扇台扇机械五叶扇三挡可选 KYT-2501a,11431431877, ,1.87kg,中国大陆,0102KYT-2501A,无定时,三档调节,正常风,5片,2级,机械式,台扇",none
"
                                    家奈（GENE by HIROSE）空气循环扇迷你电风扇家用台式静音摇头台扇CFS-14B                ",家奈旗舰店,13139432534,699.00,269.00,3,100,3,0,0,家奈（GENE by HIROSE）,,"家奈（GENE by HIROSE）空气循环扇迷你电风扇家用台式静音摇头台扇CFS-14B,13139432534, ,2.2kg,8小时以上,四档调节,正常风、自然风、睡眠风,3片,1级,机械式,空气循环扇",none
"
                                    格力（GREE) KYT-3001A 小电风扇定时转页扇学生宿舍台式电风扇静音家用风扇                ",格力鼎格专卖店,10878376164,600.00,149.00,20,90,20,3,0,格力（GREE）,扇网坚固 风扇不错 风很柔和 适合宝宝 睡眠风不错 底座很稳 使用方便 电机好 噪音很小 扇网坚固 风扇不错 风很柔和,"格力（GREE) KYT-3001A 小电风扇定时转页扇学生宿舍台式电风扇静音家用风扇,10878376164, ,2.55kg,中国大陆,KYT-3001A,2-8小时,四档调节,正常风,5片,2级,机械式,台扇",none
"
                                    扬子（YANGZI）FT-B 遥控塔扇/无叶家用电风扇/立式风扇 升级款  机械                ",立尚专营店,11803292050,699.00,199.00,2900,96,2800,50,50,扬子,噪音很小 安全节能 电机好 颜色漂亮 风力很大 造型美观 底座很稳 适合宝宝 质量不错 广角送风,"扬子（YANGZI）FT-B 遥控塔扇/无叶家用电风扇/立式风扇 升级款  机械,11803292050, ,3.5kg,中国大陆,FT-B,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,台扇",none
"
                                    【变频直流 超低功率】奥德尔FS40-GY电风扇 遥控落地风扇落地扇立式 静音电扇 白色（额定功率25w）                ",奥德尔官方旗舰店,1556096387,699.00,259.00,700,96,600,10,10,奥德尔（odor）,风很柔和 噪音很小 安全节能 使用方便 安装方便 远程遥控 睡眠风不错 质量不错 底座很稳 电机好,"【变频直流 超低功率】奥德尔FS40-GY电风扇 遥控落地风扇落地扇立式 静音电扇 白色（额定功率25w）,1556096387, ,7.2kg,FS40-GY,8小时以上,五档以上,正常风、自然风、睡眠风,6片,1级,遥控式,落地扇",none
"
                                    【京东配送】日本IRIS/爱丽思空气循环扇电风扇家用台式摇头对流扇台扇CFA-187C白色                ",爱丽思幸辉国际专卖店,1646363693,769.00,288.00,300,98,300,3,4,IRIS,风扇不错 质量不错 风力很大 风很柔和 使用方便 造型美观 睡眠风不错 底座很稳 噪音很小 颜色漂亮 广角送风 噪音很小 底座很稳 风力很大 质量不错 噪音很小 风扇不错 底座很稳 风力很大 质量不错 风扇不错 造型美观 睡眠风不错 电机好 质量不错 广角送风 风很柔和,"【京东配送】日本IRIS/爱丽思空气循环扇电风扇家用台式摇头对流扇台扇CFA-187C白色,1646363693, ,3.0kg,无定时,三档调节,正常风,3片,无,机械式,台扇，空气循环扇",none
"
                                    荣事达（Royalstar）遥控五风叶电风扇/落地扇/五扇叶可升降落地扇JD17Z                ",泽林电器专营店,13285655394,199.00,129.00,5,100,5,0,0,荣事达（Royalstar）,,"荣事达（Royalstar）遥控五风叶电风扇/落地扇/五扇叶可升降落地扇JD17Z,13285655394, ,6.22kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",none
"
                                    吉星小风扇办公室宿舍桌面电扇迷你台式扇静音学生电风扇 黄色                ",吉星生活电器旗舰店,11790739796,79.00,49.00,200,93,100,10,5,吉星,质量不错 使用方便 风很柔和 电机好 噪音很小 安全节能 广角送风 颜色漂亮 风扇不错,"吉星小风扇办公室宿舍桌面电扇迷你台式扇静音学生电风扇 黄色,11790739796, ,0.8kg,中国大陆,无定时,二档调节,正常风,3片,1级,机械式,台扇",none
"
                                    海纳斯（HANASS）电风扇 静音办公宿舍夹扇学生床头吊扇 家用迷你台式小风扇 MES-690J 六叶蓝                ",苍穹电器专营店,14502175373,199.00,26.90,40,85,40,5,2,海纳斯（HANASS）,颜色漂亮 安装方便 造型美观 质量不错 噪音很小,"海纳斯（HANASS）电风扇 静音办公宿舍夹扇学生床头吊扇 家用迷你台式小风扇 MES-690J 六叶蓝,14502175373, ,0.8kg,无定时,二档调节,正常风,6片,1级,机械式,台扇，壁扇，吊扇",none
"
                                    钻石牌(DIAMOND)FS-40ⅡI五叶落地扇/电风扇 16寸 黑色                ",钻石牌非凡专卖店,11280621546,199.00,169.00,100,95,100,6,3,钻石牌（DIAMOND）,质量不错 广角送风 使用方便 扇网坚固 底座很稳 造型美观 颜色漂亮 安全节能 噪音很小 风力很大 电机好 风扇不错,"钻石牌(DIAMOND)FS-40ⅡI五叶落地扇/电风扇 16寸 黑色,11280621546, ,7.6kg,中国大陆,6937710401190,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇",none
"
                                    长城（CHANGCHENG）FSJ-207 迷你夹扇/台扇/电风扇办公学习 白色                ",富士宝电器专营店,11805154377,199.00,39.00,80,92,70,3,4,长城（CHANGCHENG）,广角送风 电机好 颜色漂亮 风扇不错 安全节能 质量不错 安装方便 使用方便 噪音很小 风力很大,"长城（CHANGCHENG）FSJ-207 迷你夹扇/台扇/电风扇办公学习 白色,11805154377, ,1.3kg,中国大陆,FSJ-207,无定时,二档调节,正常风、自然风,3片,3级,机械式,塔扇，转页扇，台扇，壁扇",none
"
                                    晶群 usb风扇 电风扇 小风扇 静音 迷你风扇 小电扇 USB电风扇 电扇 高冷黑(4寸)                ",品桂专营店,10203142538,39.00,13.90,7400,90,6700,200,400,晶群（jingqun）,质量不错 使用方便 噪音很小 风扇不错 安全节能 造型美观 风力很大 扇网坚固 风很柔和 安装方便,"晶群 usb风扇 电风扇 小风扇 静音 迷你风扇 小电扇 USB电风扇 电扇 高冷黑(4寸),10203142538, ,400.00g,无定时,无极变速,正常风,4片,1级,机械式,USB风扇",none
"
                                     爱家乐（AKIRA）AZ18塔扇无叶风扇落地扇静音空气循环扇                ",爱家乐生活电器专卖店,10567998731,2699.00,999.00,90,90,80,5,5,爱家乐（AKIRA）,风很柔和 安全节能 使用方便 造型美观 质量不错 颜色漂亮 风力很大 安装方便 远程遥控 噪音很小 安全节能 噪音很小 使用方便 噪音很小 安全节能 风扇不错 安全节能 扇网坚固 质量不错 风力很大," 爱家乐（AKIRA）AZ18塔扇无叶风扇落地扇静音空气循环扇,10567998731, ,4.3kg,2小时以下,无极变速,正常风、自然风、睡眠风,无叶,无,遥控式,落地扇，塔扇，空气循环扇",none
"
                                    格力（GREE）电风扇可充电直流变频遥控落地扇办公室学生风扇摇头立式七叶扇预约定时 FSZ-3008Bg7                ",格力欧楠专卖店,11431912446,1999.00,999.00,0,100,0,0,0,格力（GREE）,,"格力（GREE）电风扇可充电直流变频遥控落地扇办公室学生风扇摇头立式七叶扇预约定时 FSZ-3008Bg7,11431912446, ,5.08kg,中国大陆,0102FSZ-3008Bbg7,2-8小时,无极变速,正常风、自然风、睡眠风,7片及以上,1级,机械式,落地扇",none
"
                                    艾美特（Airmate）【到手价249】FS40105QR遥控落地扇立式家用驱蚊静音风扇                ",艾美特华安专卖店,12762367700,3990.00,399.00,1,100,1,0,0,艾美特（AIRMATE）,,"艾美特（Airmate）【到手价249】FS40105QR遥控落地扇立式家用驱蚊静音风扇,12762367700, ,7.3kg,FS40105QR,8小时以上,五档以上,正常风,5片,无,遥控式,落地扇",none
"
                                    艾美特(Airmate)电风扇FW4517A 壁扇 牛角扇 墙壁扇 摇头 黑色                ",台企名品馆—家电专营店,13675893463,498.00,249.00,2,100,2,0,0,艾美特,,"艾美特(Airmate)电风扇FW4517A 壁扇 牛角扇 墙壁扇 摇头 黑色,13675893463, ,5.75kg,无定时,三档调节,正常风,3片,2级,机械式,壁扇",none
"
                                    TCL FS-40-AT1618RC 电风扇/炫彩五扇叶遥控落地扇                ",盛世昌业专营店,10633005263,499.00,199.00,7,86,6,0,1,TCL,,"TCL FS-40-AT1618RC 电风扇/炫彩五扇叶遥控落地扇,10633005263, ,7.16kg,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇，空气循环扇",none
"
                                    【京东配送】爱丽思IRIS 家用空气循环扇对流换气涡轮电风扇 PCF-M15C 白色                ",梦熬专营店,11848625777,398.00,199.00,60,97,60,2,0,IRIS OHYAMA,安装方便 质量不错 风力很大 底座很稳 使用方便,"【京东配送】爱丽思IRIS 家用空气循环扇对流换气涡轮电风扇 PCF-M15C 白色,11848625777, ,2.41kg,中国大陆,无定时,三档调节,正常风,3片,1级,机械式,台扇，空气循环扇",none
"
                                    【今日抢购】日本爱丽思IRIS电风扇家用风扇台式台扇低音电扇空调循环扇迷你省电摇头电风扇 升级版白色(摇头)                ",百格专营店,12018312622,588.00,199.00,100,100,100,0,0,爱丽思欧雅玛（IRIS OHYAMA）,风力很大 风很柔和 电机好 安全节能 使用方便 质量不错 电机好 安全节能 风力很大 风很柔和 风很柔和 使用方便,"【今日抢购】日本爱丽思IRIS电风扇家用风扇台式台扇低音电扇空调循环扇迷你省电摇头电风扇 升级版白色(摇头),12018312622, ,2.0kg,无定时,三档调节,正常风,3片,1级,机械式,转页扇，台扇，空气循环扇，风扇伴侣",none
"
                                    大松（TOSOT）FD-4010B电风扇/三叶遥控家用静音落地扇 格力出品 TOSOT                ",格力TOSOT旗舰店,12972867595,499.00,399.00,8,100,8,0,0,大松（TOSOT）,风力很大 安全节能 电机好 质量不错 远程遥控 风扇不错 遥控方便 风很柔和 噪音很小 颜色漂亮 质量不错 远程遥控 风力很大 安全节能 颜色漂亮 风力很大 电机好 风扇不错 遥控方便 风很柔和 安全节能 噪音很小 电机好 质量不错 安全节能 风力很大 远程遥控 广角送风,"大松（TOSOT）FD-4010B电风扇/三叶遥控家用静音落地扇 格力出品 TOSOT,12972867595, ,7.2kg,中国大陆,FD-4010B,2-8小时,三档调节,正常风、自然风、睡眠风,3片,1级,遥控式,落地扇",none
"
                                    艾美特(Airmate)壁扇 FW4035T2家用电风扇工程扇 静音 节能 白色                ",台企名品馆—家电专营店,13675564605,398.00,199.00,3,100,3,0,0,艾美特,,"艾美特(Airmate)壁扇 FW4035T2家用电风扇工程扇 静音 节能 白色,13675564605, ,4.25kg,2-8小时,三档调节,正常风,5片,1级,机械式,壁扇",none
"
                                    艾美特(Airmate)落地扇 FS4096T2 家用风扇FS4082T2 FS4082T2 白色款                ",艾美特子云专卖店,16803198800,609.00,199.00,100,90,100,7,6,艾美特（AIRMATE）,安全节能 风很柔和 安全节能 风很柔和 风很柔和 使用方便 电机好 适合宝宝 颜色漂亮,"艾美特(Airmate)落地扇 FS4096T2 家用风扇FS4082T2 FS4082T2 白色款,16803198800, ,7.95kg,FS4096T2,2-8小时,三档调节,正常风,5片,1级,机械式,落地扇",none
"
                                    祥阳系列坚鹏NF左右摇头趴地扇金属爬地电风扇 大功率工业家用商用落地扇台式空气循环扇 扇叶450MM/18英寸                ",祥阳电器专营店,10335063355,899.00,329.00,50,98,50,0,1,祥阳,风扇不错 扇网坚固 造型美观 风扇不错 扇网坚固 造型美观 风扇不错,"祥阳系列坚鹏NF左右摇头趴地扇金属爬地电风扇 大功率工业家用商用落地扇台式空气循环扇 扇叶450MM/18英寸,10335063355, ,9.0kg,中国大陆,NF（摇头款）,无定时,三档调节,正常风,3片,2级,机械式,落地扇，台扇，工业扇，空气循环扇",none
"
                                    中联 FG10-70 中联吊扇迷你微风扇静音小吊扇学生宿舍蚊帐省电小电风扇 风扇+4.5M延长线                ",佳豪专营店,11364501590,99.00,58.00,200,94,100,7,6,中联（ZOLEE）,风力很大 质量不错 使用方便 安装方便 广角送风 颜色漂亮 睡眠风不错,"中联 FG10-70 中联吊扇迷你微风扇静音小吊扇学生宿舍蚊帐省电小电风扇 风扇+4.5M延长线,11364501590, ,0.8kg,FG10-70,无定时,无极变速,正常风,5片,1级,机械式,吊扇",none
"
                                    扬子（YANGZI）FB-15-1 五叶壁扇 18寸机械/遥控电风扇 机械款                ",喵喵电器专营店,12757549298,199.00,109.00,10,92,10,0,1,扬子,,"扬子（YANGZI）FB-15-1 五叶壁扇 18寸机械/遥控电风扇 机械款,12757549298, ,3.5kg,中国大陆,FB-15-1,2-8小时,三档调节,正常风、自然风、睡眠风,5片,3级,遥控式,壁扇",none
"
                                      ",山崎全球购旗舰店,1987231166,2099.00,980.00,10,73,8,2,1,None,风力很大 风很柔和 电机好 质量不错 噪音很小 睡眠风不错 扇网坚固 风扇不错 广角送风 风力很大 扇网坚固 风力很大,"日本山崎SANKI 金属电风扇落地扇家用复古风扇大风量电扇金属落地扇静音仿古扇/装饰扇 FD40M/16寸,1987231166, ,4.0kg,无定时,三档调节,正常风,4片,1级,机械式,落地扇，转页扇，工业扇，欧式仿古扇",none
