p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,Y_type
"
                                    中联FF12-42迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍床头蚊帐 绿色                ",网赢电器专营店,1213645333,89.00,38.80,800,90,700,50,20,中联（ZOLEE）,使用方便 风扇不错 风很柔和 颜色漂亮 安装方便 质量不错 噪音很小 底座很稳 睡眠风不错 安全节能,"中联FF12-42迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍床头蚊帐 绿色,1213645333, ,1.0kg,FF12-42,无定时,无极变速,正常风,5片,无,机械式,转页扇，吊扇，风扇伴侣",none
"
                                    竹蜻蜓usb迷你小风扇 宿舍旅行办公室小型风扇 随身便携带 颜色随机                ",通仙专营店,12669719542,66.00,19.90,500,90,400,30,20,奔腾（POVOS）,使用方便 风力很大 风扇不错 造型美观 安全节能 安装方便 质量不错 噪音很小 颜色漂亮 底座很稳 风扇不错 噪音很小 使用方便,"竹蜻蜓usb迷你小风扇 宿舍旅行办公室小型风扇 随身便携带 颜色随机,12669719542, ,100.00g,无定时,二档调节,正常风,2片,无,机械式,转页扇，USB风扇",none
"
                                    永生（eosin)KYT-30k2 遥控落地转页电风扇                 ",永生旗舰店,1546390260,339.00,299.00,200,93,200,9,10,永生（eosin）,噪音很小 风扇不错 质量不错 风很柔和 风力很大 使用方便 安装方便 睡眠风不错 遥控方便 底座很稳 安装方便 噪音很小 使用方便 风扇不错 质量不错 风很柔和 噪音很小 底座很稳 声音小 风扇不错 风很柔和 噪音很小 质量不错 风扇不错 风扇不错 声音小 风很柔和 底座很稳 噪音很小 噪音很小 睡眠风不错,"永生（eosin)KYT-30k2 遥控落地转页电风扇 ,1546390260, ,5.0kg,DS1416,2小时以下,三档调节,正常风,5片,1级,遥控式,转页扇",none
"
                                    格力（GREE)FD-4025Bah5-WG电风扇落地扇智能遥控五叶家用                ",格力傲信专卖店,10114523266,499.00,299.00,80,95,70,1,3,格力（GREE）,风力很大 安装方便 扇网坚固 电机好 遥控方便 使用方便 噪音很小 底座很稳 广角送风 远程遥控 风力很大 遥控方便 质量不错 扇网坚固 电机好 价格合理,"格力（GREE)FD-4025Bah5-WG电风扇落地扇智能遥控五叶家用,10114523266, ,9.0kg,中国大陆,FD-4025Bah5-WG,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",none
"
                                    中联 FG11-42D定时吊扇 新款迷你微风扇静音小吊扇学生宿舍蚊帐小风扇省电电风扇 风扇+4.5M延长线                ",佳豪专营店,10233324405,99.00,49.90,700,93,700,20,20,中联（ZOLEE）,噪音很小 安装方便 使用方便 风很柔和 质量不错 适合宝宝 风扇不错 造型美观 安全节能 电机好,"中联 FG11-42D定时吊扇 新款迷你微风扇静音小吊扇学生宿舍蚊帐小风扇省电电风扇 风扇+4.5M延长线,10233324405, ,300.00g,新款FG11-42D,8小时以上,无极变速,正常风,5片,1级,机械式,吊扇",none
"
                                    ABG 电风扇 家用遥控台扇 空气循环扇SP115 白色                ",泽众家电馆,10338816783,588.00,399.00,1100,98,1100,10,9,ABG,使用方便 质量不错 安全节能 风力很大 遥控方便 风扇不错 风很柔和 造型美观 底座很稳 安装方便 噪音很小 安全节能 使用方便 风力很大 质量不错 风力很大 造型美观 噪音很小 电机好,"ABG 电风扇 家用遥控台扇 空气循环扇SP115 白色,10338816783, ,2.4kg,中国大陆,SP-115,2-8小时,三档调节,正常风,3片,1级,遥控式,台扇，空气循环扇",none
"
                                    澳柯玛电风扇塔扇FS-10ND12(Y)遥控无叶电扇家用办公宿舍落地扇负离子香薰盒                ",澳柯玛小家电旗舰店,11225245464,499.00,299.00,10,94,10,0,1,澳柯玛（AUCMA）,使用方便 底座很稳 风扇不错 远程遥控 安装方便,"澳柯玛电风扇塔扇FS-10ND12(Y)遥控无叶电扇家用办公宿舍落地扇负离子香薰盒,11225245464, ,5.7kg,2-8小时,三档调节,正常风,无叶,2级,遥控式,塔扇",none
"
                                    先创（XIANCHUANG）FU-75电风扇大/工业风扇/壁扇/牛角扇 750铝叶网罩80CM                ",先创旗舰店,11261072848,399.00,299.00,10,100,10,0,0,先创（XIANCHUANG）,风力很大 使用方便 风扇不错 造型美观 风很柔和 扇网坚固 底座很稳 安装方便 安全节能 睡眠风不错 使用方便 噪音很小 风力很大 风扇不错 电机好 广角送风 安全节能 远程遥控,"先创（XIANCHUANG）FU-75电风扇大/工业风扇/壁扇/牛角扇 750铝叶网罩80CM,11261072848, ,12.0kg,中国大陆,无定时,三档调节,正常风,3片,1级,机械式,壁扇",none
"
                                    奥克斯（AUX）FW-55A  壁扇/电风扇/工业扇//商务扇/大风扇                ",奥克斯盛世专卖店,11531539210,599.00,299.00,6,100,6,0,0,奥克斯（AUX）,扇网坚固 安装方便 风很柔和 安全节能 使用方便 扇网坚固 安装方便 风很柔和 安全节能 使用方便,"奥克斯（AUX）FW-55A  壁扇/电风扇/工业扇//商务扇/大风扇,11531539210, ,9.5kg,无定时,三档调节,正常风,4片,无,机械式,工业扇，壁扇",none
"
                                    格力(GREE)FD-4042Bg7-WG智能电风扇遥控落地扇7叶家用静音 白色                ",格力清力专卖店,11777868671,459.00,299.00,10,95,10,0,1,格力（GREE）,不错的宝贝 物有所值 电机好 遥控方便 造型美观 颜色漂亮 颜色漂亮 风很柔和 颜色漂亮 底座很稳 遥控方便,"格力(GREE)FD-4042Bg7-WG智能电风扇遥控落地扇7叶家用静音 白色,11777868671, ,10.89kg,中国大陆,FD-4042BG7-WG,2-8小时,四档调节,正常风,7片及以上,1级,遥控式,落地扇",none
"
                                    【京东配送】歌林/Kolin 3D摇头液晶显示空气循环扇 电风扇涡轮扇空气对流换气扇家用 黑色                ",梦熬专营店,11802841020,998.00,299.00,60,92,50,3,2,歌林,风力很大 遥控方便 广角送风 扇网坚固 电机好 噪音很小 适合宝宝 底座很稳 颜色漂亮 睡眠风不错 风力很大 遥控方便 广角送风 扇网坚固 电机好,"【京东配送】歌林/Kolin 3D摇头液晶显示空气循环扇 电风扇涡轮扇空气对流换气扇家用 黑色,11802841020, ,3.5kg,中国大陆,ALM5003,2-8小时,四档调节,正常风、自然风、睡眠风,3片,1级,遥控式,空气循环扇",none
"
                                    歌林(Kolin) 台式电风扇 遥控 迷你3D液晶空气循环扇 家用床头小风扇电扇 灰色ALM5003-W                ",台企名品馆—家电专营店,12401063219,499.00,299.00,60,100,60,0,0,歌林（kolin）,风扇不错 颜色漂亮 底座很稳 造型美观 颜色漂亮 风扇不错 底座很稳 风很柔和 颜色漂亮 质量不错,"歌林(Kolin) 台式电风扇 遥控 迷你3D液晶空气循环扇 家用床头小风扇电扇 灰色ALM5003-W,12401063219, ,5.0kg,无定时,二档调节,正常风,3片,无,机械式,转页扇，台扇",none
"
                                    台湾Kolin歌林 家用遥控式炫彩夜灯空气循环扇8字摇头温度感知电风扇 ALM5006 白/灰                ",梦熬专营店,12677895948,689.00,299.00,1,100,1,0,0,歌林,,"台湾Kolin歌林 家用遥控式炫彩夜灯空气循环扇8字摇头温度感知电风扇 ALM5006 白/灰,12677895948, ,4.0kg,8小时以上,三档调节,正常风、自然风、睡眠风,3片,1级,遥控式,空气循环扇",none
"
                                    SVIII山湖塔扇FZ12-48A大厦扇静音摇头正品智能遥控立柱式电风扇落地扇 银黑色                ",SVIII生活电器旗舰店,12754888630,388.00,299.00,10,62,8,2,3,SVIII,安装方便,"SVIII山湖塔扇FZ12-48A大厦扇静音摇头正品智能遥控立柱式电风扇落地扇 银黑色,12754888630, ,5.42kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",none
"
                                    IRIS/爱丽思空气循环扇PCF-HM23C电风扇家用台式扇左右摇头扇 浅蓝色                ",穆勒专营店,13280703961,399.00,299.00,1,100,1,0,0,IRIS OHYAMA,,"IRIS/爱丽思空气循环扇PCF-HM23C电风扇家用台式扇左右摇头扇 浅蓝色,13280703961, ,3.5kg,无定时,三档调节,正常风,3片,3级,机械式,空气循环扇",none
"
                                    赛亿（Shinee）五扇小吊扇叶电风扇蚊帐扇学生宿舍迷你电风扇 蓝-60CM直径                ",一网专营店,11346174543,109.00,29.80,200,88,200,10,10,赛亿（Shinee）,电机好 噪音很小 安全节能 风扇不错 适合宝宝 颜色漂亮 风力很大 风很柔和 安装方便 造型美观 噪音很小 风很柔和 颜色漂亮 适合宝宝 电机好,"赛亿（Shinee）五扇小吊扇叶电风扇蚊帐扇学生宿舍迷你电风扇 蓝-60CM直径,11346174543, ,1.42kg,中国大陆,FC-60A,无定时,二档调节,正常风,5片,1级,机械式,吊扇",none
"
                                    吉星16寸电风扇五叶落地扇家用电风扇 黑色                ",吉星生活电器旗舰店,11362082353,189.00,149.00,4,100,4,0,0,吉星,安装方便 安全节能 质量不错,"吉星16寸电风扇五叶落地扇家用电风扇 黑色,11362082353, ,6.7kg,中国大陆,2小时以下,三档调节,正常风、自然风、睡眠风,5片,2级,机械式,落地扇",none
"
                                    桑普(Sampux)塔扇电风扇家用落地扇遥控立式大厦扇无叶静音定时转页扇安全设计专为母婴 薄荷绿96型                ",桑普胜途专卖店,11731155966,649.00,298.00,20,100,20,0,0,桑普（Sampux）,质量不错 遥控方便 使用方便 使用方便 颜色漂亮 质量不错 噪音很小 广角送风,"桑普(Sampux)塔扇电风扇家用落地扇遥控立式大厦扇无叶静音定时转页扇安全设计专为母婴 薄荷绿96型,11731155966, ,4.5kg,中国大陆,TF3601E-L,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,1级,遥控式,塔扇",none
"
                                    【京东配送】爱丽思IRIS 家用空气循环扇对流换气涡轮电风扇 CFA-186C 白色                ",梦熬专营店,11848261601,308.00,149.00,100,97,100,1,2,IRIS OHYAMA,噪音很小 风力很大 风很柔和 安全节能 质量不错 底座很稳 风扇不错 使用方便 颜色漂亮 电机好,"【京东配送】爱丽思IRIS 家用空气循环扇对流换气涡轮电风扇 CFA-186C 白色,11848261601, ,2.31kg,中国大陆,无定时,三档调节,正常风,3片,1级,机械式,台扇，空气循环扇",none
"
                                    祥阳FT-30MB台扇金属仿古台式电风扇 豪华欧式复古扇子300MM/12英寸 300MM/12英寸                ",祥阳电器专营店,12034456269,899.00,298.00,10,90,9,1,0,祥阳,造型美观 扇网坚固 噪音很小,"祥阳FT-30MB台扇金属仿古台式电风扇 豪华欧式复古扇子300MM/12英寸 300MM/12英寸,12034456269, ,5.0kg,中国大陆,仿古台扇,无定时,三档调节,正常风,4片,2级,机械式,台扇",none
"
                                    格力(GREE)电风扇落地扇遥控家用智能7叶台式风扇静音学生宿舍FS-3005BG7白色 白色                ",格力智购专卖店,12418520579,499.00,298.00,20,89,20,2,1,格力（GREE）,远程遥控 安装方便 噪音很小 造型美观 使用方便 风很柔和 风扇不错 安全节能 底座很稳 使用方便 风很柔和 风扇不错 安全节能 底座很稳,"格力(GREE)电风扇落地扇遥控家用智能7叶台式风扇静音学生宿舍FS-3005BG7白色 白色,12418520579, ,6.74kg,中国大陆,FS-3005BG7,2-8小时,四档调节,正常风、自然风、睡眠风,7片及以上,3级,遥控式,落地扇",none
"
                                    吉星(JIXING)FS-45R 床头家用电风扇/落地扇/18寸五页静音办公商务电扇 黑色                ",吉星生活电器旗舰店,12434586774,199.00,169.00,4,100,4,0,0,吉星,,"吉星(JIXING)FS-45R 床头家用电风扇/落地扇/18寸五页静音办公商务电扇 黑色,12434586774, ,8.64kg,中国大陆,2小时以下,四档调节,正常风、自然风、睡眠风,5片,2级,机械式,落地扇",none
"
                                    宝尔迈斯（POWERMAX) 16寸古典立扇/电风扇/金属扇 FS2-40YT 黑色                ",宝尔迈斯旗舰店,10416197966,436.00,297.00,2,100,2,0,0,宝尔·迈斯（POWERMAX）,,"宝尔迈斯（POWERMAX) 16寸古典立扇/电风扇/金属扇 FS2-40YT 黑色,10416197966, ,7.8kg,无定时,三档调节,正常风,4片,1级,欧式仿古扇",none
"
                                    【京东超市】中联FG11-42迷你微风扇电风扇小风扇小电扇小吊扇静音家用学生宿舍床头蚊帐 吊扇                ",网赢电器专营店,11597583543,99.00,29.90,100,93,100,5,4,中联（ZOLEE）,噪音很小,"【京东超市】中联FG11-42迷你微风扇电风扇小风扇小电扇小吊扇静音家用学生宿舍床头蚊帐 吊扇,11597583543, ,400.00g,FG12-42,无定时,二档调节,正常风,5片,无,机械式,转页扇，吊扇，风扇伴侣",none
"
                                    海纳斯（HANASS）M2-388 电风扇 家用转页扇迷你鸿运扇台式办公宿舍用小台扇 浅灰色                ",苍穹电器专营店,14545480976,199.00,49.00,6,100,6,0,0,海纳斯（HANASS）,底座很稳 底座很稳,"海纳斯（HANASS）M2-388 电风扇 家用转页扇迷你鸿运扇台式办公宿舍用小台扇 浅灰色,14545480976, ,1.3kg,中国大陆,HNSZYEM2388,无定时,二档调节,正常风,3片,1级,机械式,转页扇",none
"
                                    DUOLI多丽FTR1-25(A)电风扇 台扇台式摇头家用静迷你小风扇 学生宿舍电扇 浅蓝色                ",多丽旗舰店,15550857824,159.00,98.00,0,100,0,0,0,多丽,,"DUOLI多丽FTR1-25(A)电风扇 台扇台式摇头家用静迷你小风扇 学生宿舍电扇 浅蓝色,15550857824, ,2.8kg,中国大陆,FTR1-25(A) ,无定时,三档调节,正常风,3片,1级,机械式,台扇",none
"
                                    百乐富FTS35A1R节能静音风扇家用电风扇落扇出口日本风扇                ",百乐富官方旗舰店,10204866317,899.00,289.00,100,95,100,6,1,百乐富（BAILEFU）,质量不错 风扇不错 睡眠风不错 风力很大 遥控方便 风很柔和 噪音很小 使用方便 安装方便 底座很稳 质量不错 风力很大 睡眠风不错 安装方便 噪音很小 风扇不错 使用方便 风很柔和 遥控方便 颜色漂亮 遥控方便 风很柔和 睡眠风不错 噪音很小 底座很稳 质量不错 风扇不错 噪音很小 安装方便 风力很大 广角送风 遥控方便 安装方便 睡眠风不错 声音小,"百乐富FTS35A1R节能静音风扇家用电风扇落扇出口日本风扇,10204866317, ,3.7kg,FTS35A1R,2-8小时,五档以上,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",none
