creationTime,content_1,days,isMobile,nickname,productSize,referenceName,referenceTime,score,userClient,userLevel,userProvince
2017/1/30 18:14,"""商品不错，安装也很好，就是有一点疑问，问什么送来的空调和京东的照片一点差别？就是外壳，不过幸好是一样的。",5,TRUE,"""z***3""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/23 0:17,4,"""来自京东iPhone客户端""","""PLUS会员[试用]""","""安徽"""
2017/3/28 7:07,"""很漂亮的空调，刚安装好，没有发现问题。",43,TRUE,"""d***9""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/11/11 0:15,5,"""来自京东Android客户端""","""PLUS会员""","""江苏"""
2016/12/24 19:15,"""刚刚送到，，，还没安装。等装上能用再来评论",1,TRUE,"""蔡***忠""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/12/5 2:16,5,"""来自京东Android客户端""","""银牌会员""","""广东"""
2016/12/6 13:11,"""送货速度飞快，安装速度飞快！",3,TRUE,"""皇***妈""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/23 14:31,5,"""来自京东iPhone客户端""","""钻石会员""","""上海"""
2017/3/26 12:21,"""好好好，外观大气，制冷迅速。",3,TRUE,"""么***d""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/23 14:33,5,"""来自京东iPhone客户端""","""钻石会员""","""陕西"""
2017/2/17 19:54,"""还好，就是WiFi并没有什么用。",4,TRUE,"""t***w""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/2/13 19:25,5,"""来自京东Android客户端""","""银牌会员""","""广东"""
2017/3/25 15:23,"""还没有使用，不过使用很不错。",2,TRUE,"""z***6""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/23 12:40,5,"""来自京东Android客户端""","""金牌会员""",""""""
2017/1/16 15:33,"""安装完成非常满意。送货也快服务也不错",69,TRUE,"""0***店""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/11/8 10:59,5,"""来自京东Android客户端""","""钻石会员""",""""""
2017/2/19 9:29,"""送货很快，安装迅速，服务都很好。",3,TRUE,"""l***8""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/2/16 19:49,5,"""来自京东iPhone客户端""","""钻石会员""","""陕西"""
2017/3/24 18:47,"""服务态度好，安装快，用心。！",1,TRUE,"""今***寒""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/23 1:01,5,"""来自京东Android客户端""","""PLUS会员[试用]""","""四川"""
